tick,ALPHA_Buy_price,GAMMA_Buy_price,THETA_Buy_price,Buy_decision,Sell_decision,positive_position,Negative_position,Position
568.0,165.99,74.45,27.39,ALPHA,THETA,False,True,True
527.0,175.7,77.4,27.57,ALPHA,THETA,False,True,False
526.0,171.96,78.37,27.25,ALPHA,THETA,False,True,False
526.0,172.32,78.3,27.25,ALPHA,THETA,False,True,False
526.0,172.02,78.17,27.35,ALPHA,THETA,False,True,False
525.0,174.95,76.7,27.21,ALPHA,THETA,False,True,False
525.0,174.64,76.9,27.31,ALPHA,THETA,False,True,False
525.0,174.65,76.9,27.31,ALPHA,THETA,False,True,False
524.0,171.91,77.62,27.14,ALPHA,THETA,False,True,False
524.0,171.77,77.55,27.29,ALPHA,THETA,False,True,False
524.0,171.96,77.46,27.27,ALPHA,THETA,False,True,False
524.0,171.36,77.53,27.24,ALPHA,THETA,False,True,False
524.0,171.66,77.42,27.24,ALPHA,THETA,False,True,False
523.0,172.91,76.25,27.11,ALPHA,THETA,False,True,False
523.0,172.5,76.25,27.21,ALPHA,THETA,False,True,False
523.0,172.88,76.43,27.11,ALPHA,THETA,False,True,False
523.0,172.62,76.29,27.11,ALPHA,THETA,False,True,False
523.0,172.8,76.45,27.18,ALPHA,THETA,False,True,False
522.0,171.44,75.94,27.11,ALPHA,THETA,False,True,False
522.0,171.23,75.9,27.19,ALPHA,THETA,False,True,False
522.0,171.44,75.84,27.11,ALPHA,THETA,False,True,False
521.0,170.13,76.02,26.99,ALPHA,THETA,True,False,True
521.0,169.95,75.94,26.93,ALPHA,THETA,True,False,True
521.0,170.26,75.91,26.94,ALPHA,THETA,True,False,True
521.0,170.06,75.82,26.96,ALPHA,THETA,True,False,True
521.0,169.96,75.82,26.97,ALPHA,THETA,True,False,True
520.0,168.63,76.25,26.97,ALPHA,THETA,True,False,True
520.0,168.48,76.38,26.94,ALPHA,THETA,True,False,True
520.0,168.03,75.99,26.94,ALPHA,THETA,True,False,True
520.0,168.63,76.2,26.99,ALPHA,THETA,True,False,True
520.0,168.33,76.18,27.04,ALPHA,THETA,True,False,True
519.0,167.44,76.71,26.93,ALPHA,THETA,True,False,True
519.0,165.49,76.66,26.94,ALPHA,THETA,True,False,True
490.0,164.51,79.97,26.56,ALPHA,THETA,True,False,False
489.0,163.07,80.79,26.59,ALPHA,THETA,True,False,False
489.0,162.87,80.72,26.52,ALPHA,THETA,True,False,False
489.0,162.77,80.55,26.54,ALPHA,THETA,True,False,False
488.0,164.82,80.95,26.56,ALPHA,THETA,True,False,False
488.0,164.59,80.88,26.59,ALPHA,THETA,True,False,False
488.0,164.75,80.77,26.52,ALPHA,THETA,True,False,False
488.0,164.7,81.17,26.62,ALPHA,THETA,True,False,False
487.0,162.66,80.5,26.5,ALPHA,THETA,True,False,False
487.0,162.37,80.7,26.54,ALPHA,THETA,True,False,False
487.0,162.79,80.7,26.55,ALPHA,THETA,True,False,False
487.0,162.97,80.3,26.45,ALPHA,THETA,True,False,False
486.0,161.75,80.07,26.73,ALPHA,THETA,True,False,False
486.0,161.52,79.87,26.86,ALPHA,THETA,True,False,False
486.0,161.84,80.25,26.66,ALPHA,THETA,True,False,False
486.0,161.54,80.05,26.76,ALPHA,THETA,True,False,False
485.0,163.94,79.97,26.86,ALPHA,THETA,False,True,False
485.0,163.64,79.87,26.87,ALPHA,THETA,False,True,False
485.0,163.94,80.01,26.86,ALPHA,THETA,False,True,False
484.0,162.4,79.49,26.72,ALPHA,THETA,True,False,False
484.0,162.7,79.4,26.73,ALPHA,THETA,True,False,False
483.0,162.56,80.22,26.5,ALPHA,THETA,True,False,False
483.0,163.04,80.38,26.58,ALPHA,THETA,True,False,False
483.0,162.74,80.18,26.47,ALPHA,THETA,True,False,False
482.0,163.96,80.81,26.5,ALPHA,THETA,False,True,True
482.0,164.09,81.01,26.47,ALPHA,THETA,False,True,True
435.0,169.7,78.38,26.16,ALPHA,THETA,False,True,False
434.0,170.02,78.64,26.07,ALPHA,THETA,False,True,False
434.0,169.72,78.48,26.08,ALPHA,THETA,False,True,False
434.0,169.73,78.48,26.08,ALPHA,THETA,False,True,False
434.0,170.02,78.44,26.07,ALPHA,THETA,False,True,False
433.0,167.99,79.27,25.92,ALPHA,THETA,True,False,True
433.0,168.15,79.43,25.92,ALPHA,THETA,True,False,True
433.0,167.91,79.11,25.95,ALPHA,THETA,True,False,True
433.0,167.9,79.31,26.02,ALPHA,THETA,True,False,True
433.0,168.2,79.31,26.02,ALPHA,THETA,True,False,True
432.0,167.29,79.52,26.03,ALPHA,THETA,True,False,True
432.0,166.87,79.28,26.08,ALPHA,THETA,True,False,True
432.0,167.12,79.52,25.95,ALPHA,THETA,True,False,True
432.0,166.91,79.52,26.15,ALPHA,THETA,True,False,True
432.0,167.17,79.32,26.05,ALPHA,THETA,True,False,True
431.0,166.08,79.66,26.14,ALPHA,THETA,True,False,True
431.0,166.46,79.51,26.18,ALPHA,THETA,True,False,True
431.0,166.57,79.66,26.18,ALPHA,THETA,True,False,True
431.0,166.68,79.66,26.24,ALPHA,THETA,True,False,True
431.0,166.38,79.46,26.24,ALPHA,THETA,True,False,True
430.0,168.06,79.39,26.41,ALPHA,THETA,True,False,True
430.0,168.07,79.26,26.37,ALPHA,THETA,True,False,True
430.0,167.75,79.21,26.32,ALPHA,THETA,True,False,True
430.0,168.05,79.33,26.32,ALPHA,THETA,True,False,True
429.0,167.65,79.28,26.36,ALPHA,THETA,True,False,True
429.0,167.84,79.14,26.22,ALPHA,THETA,True,False,True
429.0,167.42,79.51,26.34,ALPHA,THETA,True,False,True
429.0,167.24,79.54,26.16,ALPHA,THETA,True,False,True
429.0,167.54,79.34,26.26,ALPHA,THETA,True,False,True
428.0,168.17,78.44,26.28,ALPHA,THETA,True,False,True
428.0,168.14,78.84,26.19,ALPHA,THETA,True,False,True
428.0,168.67,78.44,26.19,ALPHA,THETA,True,False,True
428.0,168.44,78.64,26.25,ALPHA,THETA,True,False,True
427.0,167.03,78.23,26.13,ALPHA,THETA,True,False,True
427.0,167.02,78.23,26.22,ALPHA,THETA,True,False,True
427.0,166.89,78.23,26.26,ALPHA,THETA,True,False,True
427.0,167.03,78.23,26.06,ALPHA,THETA,True,False,True
427.0,166.73,78.43,26.16,ALPHA,THETA,True,False,True
386.0,166.06,78.82,26.55,ALPHA,THETA,True,False,False
385.0,165.72,78.62,26.55,ALPHA,THETA,True,False,False
385.0,165.75,78.71,26.57,ALPHA,THETA,True,False,False
385.0,165.63,78.82,26.62,ALPHA,THETA,True,False,False
385.0,166.1,78.62,26.69,ALPHA,THETA,True,False,False
385.0,165.93,78.79,26.65,ALPHA,THETA,True,False,False
384.0,167.02,79.08,26.68,ALPHA,THETA,True,False,False
384.0,166.84,79.21,26.61,ALPHA,THETA,True,False,False
384.0,166.72,79.01,26.69,ALPHA,THETA,True,False,False
384.0,166.63,78.91,26.69,ALPHA,THETA,True,False,False
383.0,166.35,78.93,26.65,ALPHA,THETA,True,False,False
383.0,166.24,79.0,26.78,ALPHA,THETA,True,False,False
383.0,166.35,79.01,26.64,ALPHA,THETA,True,False,False
383.0,166.49,79.02,26.69,ALPHA,THETA,True,False,False
382.0,165.55,78.11,27.15,ALPHA,THETA,True,False,False
382.0,165.6,78.23,27.03,ALPHA,THETA,True,False,False
382.0,165.86,78.12,27.12,ALPHA,THETA,True,False,False
382.0,165.46,78.22,27.05,ALPHA,THETA,True,False,False
382.0,165.56,78.08,27.06,ALPHA,THETA,True,False,False
381.0,164.82,77.52,27.42,ALPHA,THETA,True,False,False
381.0,164.51,77.43,27.39,ALPHA,THETA,True,False,False
381.0,164.71,77.35,27.39,ALPHA,THETA,True,False,False
381.0,164.81,77.55,27.32,ALPHA,THETA,True,False,False
380.0,164.52,77.21,27.14,ALPHA,THETA,True,False,False
380.0,164.55,77.21,27.15,ALPHA,THETA,True,False,False
380.0,164.4,77.41,27.24,ALPHA,THETA,True,False,False
379.0,165.48,77.26,27.18,ALPHA,THETA,True,False,False
379.0,165.46,77.42,27.16,ALPHA,THETA,True,False,False
379.0,165.49,77.24,27.16,ALPHA,THETA,True,False,False
379.0,165.19,77.41,27.26,ALPHA,THETA,True,False,False
378.0,166.05,77.76,27.44,ALPHA,THETA,False,True,True
378.0,165.75,77.69,27.25,ALPHA,THETA,False,True,True
378.0,166.05,77.64,27.34,ALPHA,THETA,False,True,True
339.0,160.48,78.94,27.4,ALPHA,THETA,False,True,True
338.0,160.8,78.52,27.41,ALPHA,THETA,False,True,True
338.0,161.09,78.57,27.49,ALPHA,THETA,False,True,True
338.0,160.91,78.35,27.41,ALPHA,THETA,False,True,True
338.0,161.09,78.39,27.55,ALPHA,THETA,False,True,True
338.0,161.1,78.51,27.51,ALPHA,THETA,False,True,True
337.0,162.82,77.75,27.43,ALPHA,THETA,False,True,True
337.0,162.83,77.75,27.6,ALPHA,THETA,False,True,True
337.0,163.08,77.83,27.59,ALPHA,THETA,False,True,True
337.0,163.07,77.63,27.51,ALPHA,THETA,False,True,True
336.0,162.77,77.58,27.27,ALPHA,THETA,False,True,True
336.0,162.47,77.76,27.38,ALPHA,THETA,False,True,True
336.0,162.4,77.74,27.31,ALPHA,THETA,False,True,True
336.0,162.37,77.56,27.18,ALPHA,THETA,False,True,True
336.0,162.67,77.56,27.28,ALPHA,THETA,False,True,True
335.0,162.76,78.08,27.34,ALPHA,THETA,False,True,True
335.0,162.81,78.17,27.3,ALPHA,THETA,False,True,True
335.0,163.1,78.06,27.34,ALPHA,THETA,False,True,True
335.0,163.0,78.05,27.23,ALPHA,THETA,False,True,True
335.0,162.8,78.25,27.24,ALPHA,THETA,False,True,True
334.0,161.86,77.64,27.23,ALPHA,THETA,False,True,True
334.0,161.76,77.64,27.17,ALPHA,THETA,False,True,True
334.0,162.06,77.84,27.2,ALPHA,THETA,False,True,True
333.0,161.93,78.36,27.05,ALPHA,THETA,False,True,True
333.0,161.66,78.27,27.16,ALPHA,THETA,False,True,True
333.0,161.93,78.27,27.16,ALPHA,THETA,False,True,True
333.0,161.96,78.47,27.06,ALPHA,THETA,False,True,True
332.0,160.9,78.44,27.05,ALPHA,THETA,False,True,True
332.0,160.57,78.18,27.15,ALPHA,THETA,False,True,True
331.0,161.85,78.48,27.31,ALPHA,THETA,False,True,True
331.0,161.87,78.1,27.3,ALPHA,THETA,False,True,True
331.0,161.63,78.1,27.29,ALPHA,THETA,False,True,True
331.0,162.05,78.3,27.37,ALPHA,THETA,False,True,True
331.0,161.93,78.3,27.29,ALPHA,THETA,False,True,True
277.0,160.09,76.54,26.29,ALPHA,THETA,True,False,False
275.0,160.24,76.16,26.51,ALPHA,THETA,False,True,True
274.0,161.37,76.3,26.47,ALPHA,THETA,False,True,True
274.0,161.27,76.3,26.55,ALPHA,THETA,False,True,True
274.0,161.14,76.05,26.56,ALPHA,THETA,False,True,True
274.0,160.77,76.25,26.67,ALPHA,THETA,False,True,True
273.0,162.15,77.81,26.66,ALPHA,THETA,False,True,True
273.0,161.55,77.81,26.66,ALPHA,THETA,False,True,True
273.0,162.15,77.81,26.79,ALPHA,THETA,False,True,True
273.0,161.85,77.61,26.72,ALPHA,THETA,False,True,True
272.0,163.21,78.82,26.42,ALPHA,THETA,False,True,True
272.0,163.52,78.82,26.62,ALPHA,THETA,False,True,True
272.0,163.22,78.82,26.62,ALPHA,THETA,False,True,True
271.0,163.36,79.08,26.57,ALPHA,THETA,False,True,True
271.0,163.96,79.13,26.65,ALPHA,THETA,False,True,True
271.0,163.79,79.07,26.65,ALPHA,THETA,False,True,True
271.0,163.66,79.41,26.67,ALPHA,THETA,False,True,True
270.0,164.68,78.95,26.51,ALPHA,THETA,False,True,True
270.0,165.28,78.85,26.6,ALPHA,THETA,False,True,True
270.0,164.98,78.95,26.61,ALPHA,THETA,False,True,True
269.0,165.3,78.83,26.47,ALPHA,THETA,False,True,True
269.0,165.53,78.43,26.51,ALPHA,THETA,False,True,True
269.0,165.3,78.63,26.52,ALPHA,THETA,False,True,True
268.0,164.14,77.88,26.33,ALPHA,THETA,False,True,True
268.0,163.9,77.67,26.26,ALPHA,THETA,False,True,True
268.0,164.14,77.87,26.38,ALPHA,THETA,False,True,True
229.0,170.43,78.3,26.43,ALPHA,THETA,True,False,False
228.0,173.25,78.29,26.61,ALPHA,THETA,True,False,False
228.0,173.38,78.17,26.63,ALPHA,THETA,True,False,False
228.0,173.01,78.5,26.52,ALPHA,THETA,True,False,False
228.0,173.08,78.37,26.62,ALPHA,THETA,True,False,False
227.0,172.81,77.99,26.62,ALPHA,THETA,True,False,False
227.0,172.44,77.87,26.61,ALPHA,THETA,True,False,False
227.0,172.51,77.97,26.42,ALPHA,THETA,True,False,False
226.0,173.02,77.87,26.68,ALPHA,THETA,True,False,False
226.0,172.74,77.8,26.5,ALPHA,THETA,True,False,False
226.0,172.87,77.8,26.55,ALPHA,THETA,True,False,False
226.0,172.55,77.8,26.58,ALPHA,THETA,True,False,False
225.0,172.48,77.5,26.55,ALPHA,THETA,True,False,False
225.0,173.08,77.5,26.57,ALPHA,THETA,True,False,False
225.0,172.93,77.5,26.57,ALPHA,THETA,True,False,False
225.0,172.78,77.7,26.61,ALPHA,THETA,True,False,False
224.0,172.51,77.32,26.56,ALPHA,THETA,True,False,False
224.0,172.74,77.27,26.56,ALPHA,THETA,True,False,False
224.0,173.06,77.42,26.67,ALPHA,THETA,True,False,False
224.0,172.76,77.39,26.66,ALPHA,THETA,True,False,False
223.0,172.56,76.49,26.59,ALPHA,THETA,True,False,False
223.0,172.48,76.49,26.48,ALPHA,THETA,True,False,False
223.0,172.6,76.27,26.61,ALPHA,THETA,True,False,False
223.0,172.7,76.35,26.57,ALPHA,THETA,True,False,False
222.0,172.5,76.6,26.71,ALPHA,THETA,False,True,False
222.0,172.3,76.65,26.61,ALPHA,THETA,False,True,False
222.0,172.35,76.64,26.7,ALPHA,THETA,False,True,False
222.0,172.6,76.69,26.61,ALPHA,THETA,True,False,True
221.0,170.36,76.15,26.37,ALPHA,THETA,True,False,True
221.0,170.12,76.47,26.38,ALPHA,THETA,True,False,True
221.0,170.01,76.07,26.37,ALPHA,THETA,True,False,True
221.0,168.57,75.67,26.47,ALPHA,THETA,True,False,True
188.0,184.11,73.91,27.36,ALPHA,THETA,False,True,True
187.0,183.83,74.55,27.2,ALPHA,THETA,False,True,True
187.0,183.33,74.31,27.3,ALPHA,THETA,False,True,True
187.0,183.53,74.35,27.28,ALPHA,THETA,False,True,True
186.0,184.88,74.96,27.1,ALPHA,THETA,False,True,True
186.0,184.96,75.1,27.1,ALPHA,THETA,False,True,True
186.0,184.63,75.18,27.1,ALPHA,THETA,False,True,True
186.0,184.79,74.98,27.1,ALPHA,THETA,False,True,True
186.0,186.03,74.98,27.47,ALPHA,THETA,False,True,True
185.0,185.8,74.99,27.49,ALPHA,THETA,False,True,True
185.0,186.04,75.1,27.42,ALPHA,THETA,False,True,True
185.0,185.74,74.97,27.44,ALPHA,THETA,False,True,True
185.0,185.57,75.14,27.32,ALPHA,THETA,False,True,True
184.0,185.3,75.18,27.22,ALPHA,THETA,False,True,True
184.0,185.55,75.18,27.22,ALPHA,THETA,False,True,True
184.0,185.09,75.17,27.32,ALPHA,THETA,False,True,True
184.0,185.39,75.01,27.32,ALPHA,THETA,False,True,True
183.0,186.58,74.98,27.21,ALPHA,THETA,False,True,True
183.0,186.51,75.1,27.17,ALPHA,THETA,False,True,True
183.0,187.05,75.03,27.17,ALPHA,THETA,False,True,True
183.0,186.81,75.11,27.27,ALPHA,THETA,False,True,True
182.0,186.79,75.51,27.34,ALPHA,THETA,False,True,True
182.0,186.67,75.52,27.23,ALPHA,THETA,False,True,True
182.0,186.85,75.57,27.23,ALPHA,THETA,False,True,True
182.0,186.76,75.51,27.33,ALPHA,THETA,False,True,True
181.0,186.88,75.37,27.59,ALPHA,THETA,False,True,True
181.0,186.97,75.09,27.4,ALPHA,THETA,False,True,True
181.0,187.18,75.29,27.5,ALPHA,THETA,False,True,True
181.0,187.05,75.37,27.5,ALPHA,THETA,False,True,True
180.0,186.75,75.53,27.7,ALPHA,THETA,False,True,True
180.0,187.05,75.62,27.8,ALPHA,THETA,False,True,True
180.0,186.76,75.5,27.8,ALPHA,THETA,False,True,True
180.0,187.05,75.44,27.7,ALPHA,THETA,False,True,True
138.0,179.91,74.78,26.21,ALPHA,THETA,True,False,True
137.0,179.25,75.1,26.36,ALPHA,THETA,True,False,True
137.0,178.99,74.89,26.25,ALPHA,THETA,True,False,True
137.0,179.07,74.77,26.24,ALPHA,THETA,True,False,True
137.0,179.15,74.76,26.44,ALPHA,THETA,True,False,True
137.0,178.95,74.9,26.34,ALPHA,THETA,True,False,True
136.0,179.17,75.1,26.31,ALPHA,THETA,True,False,True
136.0,179.05,74.84,26.31,ALPHA,THETA,True,False,True
136.0,179.65,74.93,26.26,ALPHA,THETA,True,False,True
136.0,179.17,75.06,26.11,ALPHA,THETA,True,False,True
136.0,179.35,75.04,26.21,ALPHA,THETA,True,False,True
135.0,178.51,75.03,25.82,ALPHA,THETA,True,False,True
135.0,178.95,75.08,25.86,ALPHA,THETA,True,False,True
135.0,178.35,75.0,25.75,ALPHA,THETA,True,False,True
135.0,178.61,75.16,25.86,ALPHA,THETA,True,False,True
135.0,178.65,75.16,25.83,ALPHA,THETA,True,False,True
134.0,176.64,74.88,25.63,ALPHA,THETA,True,False,True
134.0,177.24,75.09,25.57,ALPHA,THETA,True,False,True
134.0,176.64,75.08,25.54,ALPHA,THETA,True,False,True
134.0,176.94,75.08,25.64,ALPHA,THETA,True,False,True
133.0,178.02,75.71,25.66,ALPHA,THETA,True,False,True
133.0,178.1,75.94,25.68,ALPHA,THETA,True,False,True
133.0,177.92,75.87,25.69,ALPHA,THETA,True,False,True
133.0,178.1,76.02,25.66,ALPHA,THETA,True,False,True
133.0,177.8,75.82,25.76,ALPHA,THETA,True,False,True
132.0,175.63,73.92,25.48,ALPHA,THETA,True,False,True
132.0,175.81,73.95,25.55,ALPHA,THETA,True,False,True
132.0,175.63,74.01,25.53,ALPHA,THETA,True,False,True
132.0,175.93,74.11,25.53,ALPHA,THETA,True,False,True
131.0,176.08,74.38,25.71,ALPHA,THETA,True,False,True
131.0,175.48,74.3,25.83,ALPHA,THETA,True,False,True
131.0,175.78,74.5,25.73,ALPHA,THETA,True,False,True
130.0,176.11,74.39,25.85,ALPHA,THETA,True,False,True
130.0,176.63,74.22,25.91,ALPHA,THETA,True,False,True
130.0,176.29,74.28,25.85,ALPHA,THETA,True,False,True
130.0,176.63,74.25,25.85,ALPHA,THETA,True,False,True
130.0,176.33,74.25,25.95,ALPHA,THETA,True,False,True
78.0,178.2,74.07,27.42,ALPHA,THETA,True,False,True
77.0,177.41,73.71,27.17,ALPHA,THETA,True,False,True
77.0,177.62,73.77,27.17,ALPHA,THETA,True,False,True
77.0,177.85,73.61,27.15,ALPHA,THETA,True,False,True
77.0,177.55,73.57,27.07,ALPHA,THETA,True,False,True
76.0,177.53,72.87,27.02,ALPHA,THETA,True,False,True
76.0,177.4,72.82,27.03,ALPHA,THETA,True,False,True
76.0,177.7,72.86,27.04,ALPHA,THETA,True,False,True
75.0,177.48,72.73,26.98,ALPHA,THETA,True,False,True
75.0,177.5,72.88,26.93,ALPHA,THETA,True,False,True
75.0,177.2,72.79,26.99,ALPHA,THETA,True,False,True
74.0,174.44,72.13,26.91,ALPHA,THETA,True,False,True
74.0,174.87,72.25,26.9,ALPHA,THETA,True,False,True
74.0,174.57,72.33,26.83,ALPHA,THETA,True,False,True
73.0,174.08,71.51,26.75,ALPHA,THETA,True,False,True
73.0,174.25,71.6,26.65,ALPHA,THETA,True,False,True
73.0,173.82,71.52,26.79,ALPHA,THETA,True,False,True
73.0,173.95,71.56,26.69,ALPHA,THETA,True,False,True
72.0,174.14,71.56,26.66,ALPHA,THETA,True,False,True
72.0,173.85,71.49,26.66,ALPHA,THETA,True,False,True
72.0,174.45,71.47,26.46,ALPHA,THETA,True,False,True
72.0,174.15,71.55,26.56,ALPHA,THETA,True,False,True
71.0,174.5,71.21,26.47,ALPHA,THETA,True,False,True
71.0,174.44,71.11,26.56,ALPHA,THETA,True,False,True
71.0,174.89,71.0,26.67,ALPHA,THETA,True,False,True
71.0,174.59,71.2,26.57,ALPHA,THETA,True,False,True
70.0,174.04,71.52,26.71,ALPHA,THETA,True,False,True
70.0,174.06,71.63,26.51,ALPHA,THETA,True,False,True
70.0,174.5,71.65,26.51,ALPHA,THETA,True,False,True
70.0,173.9,71.45,26.61,ALPHA,THETA,True,False,True
