tick,ALPHA_Buy_price,GAMMA_Buy_price,THETA_Buy_price,Buy_decision,Sell_decision,positive_position,Negative_position,Position
486.0,145.64,65.48,18.51,ALPHA,THETA,False,True,False
486.0,145.91,65.29,18.41,ALPHA,THETA,True,False,True
485.0,145.43,65.87,18.32,ALPHA,THETA,True,False,True
485.0,145.29,65.87,18.18,ALPHA,THETA,True,False,True
485.0,145.66,66.15,18.29,ALPHA,THETA,True,False,True
485.0,145.59,66.11,18.24,ALPHA,THETA,True,False,True
485.0,145.36,65.95,18.24,ALPHA,THETA,True,False,True
484.0,144.42,65.86,18.28,ALPHA,THETA,True,False,True
484.0,144.58,65.46,18.28,ALPHA,THETA,True,False,True
484.0,144.0,65.83,18.28,ALPHA,THETA,True,False,True
484.0,144.57,65.86,18.28,ALPHA,THETA,True,False,True
484.0,144.28,65.66,18.18,ALPHA,THETA,True,False,True
483.0,145.11,65.65,18.39,ALPHA,THETA,True,False,True
483.0,145.26,65.69,18.32,ALPHA,THETA,True,False,True
483.0,145.6,65.7,18.32,ALPHA,THETA,True,False,True
483.0,145.42,65.7,18.32,ALPHA,THETA,True,False,True
483.0,145.3,65.5,18.42,ALPHA,THETA,True,False,True
482.0,144.86,65.94,18.34,ALPHA,THETA,True,False,True
482.0,144.71,66.28,18.51,ALPHA,THETA,True,False,True
482.0,144.72,66.28,18.31,ALPHA,THETA,True,False,True
482.0,145.31,66.03,18.31,ALPHA,THETA,True,False,True
482.0,145.01,66.08,18.41,ALPHA,THETA,True,False,True
435.0,145.94,67.32,18.43,ALPHA,THETA,False,True,False
434.0,146.42,67.12,18.51,ALPHA,THETA,False,True,False
434.0,146.78,67.3,18.43,ALPHA,THETA,False,True,False
434.0,146.75,67.16,18.44,ALPHA,THETA,False,True,False
434.0,146.48,67.31,18.42,ALPHA,THETA,False,True,False
434.0,147.77,67.4,18.42,ALPHA,THETA,False,True,False
433.0,147.6,67.62,18.46,ALPHA,THETA,False,True,False
433.0,147.65,67.49,18.49,ALPHA,THETA,False,True,False
433.0,147.9,67.6,18.39,ALPHA,THETA,False,True,False
433.0,147.29,68.26,18.39,ALPHA,THETA,True,False,True
432.0,147.23,68.46,18.31,ALPHA,THETA,True,False,True
432.0,147.36,68.4,18.34,ALPHA,THETA,True,False,True
432.0,147.49,68.46,18.37,ALPHA,THETA,True,False,True
432.0,147.53,68.26,18.36,ALPHA,THETA,True,False,True
432.0,146.88,68.35,18.36,ALPHA,THETA,True,False,True
431.0,147.19,68.48,18.3,ALPHA,THETA,True,False,True
431.0,146.98,68.35,18.35,ALPHA,THETA,True,False,True
431.0,147.24,68.31,18.38,ALPHA,THETA,True,False,True
431.0,146.94,68.51,18.35,ALPHA,THETA,True,False,True
430.0,146.59,68.75,18.38,ALPHA,THETA,True,False,True
430.0,146.74,69.03,18.42,ALPHA,THETA,True,False,True
430.0,146.44,68.83,18.42,ALPHA,THETA,True,False,True
429.0,146.88,68.98,18.34,ALPHA,THETA,True,False,True
429.0,147.08,69.02,18.47,ALPHA,THETA,True,False,True
429.0,147.26,68.98,18.45,ALPHA,THETA,True,False,True
429.0,147.38,69.2,18.54,ALPHA,THETA,True,False,True
429.0,147.08,69.06,18.44,ALPHA,THETA,True,False,True
428.0,146.44,69.67,18.47,ALPHA,THETA,True,False,True
428.0,146.3,69.27,18.62,ALPHA,THETA,True,False,True
428.0,146.31,69.48,18.54,ALPHA,THETA,True,False,True
428.0,146.3,69.59,18.42,ALPHA,THETA,True,False,True
428.0,146.6,69.47,18.52,ALPHA,THETA,True,False,True
427.0,146.98,69.8,18.66,ALPHA,THETA,True,False,True
427.0,147.38,69.75,18.46,ALPHA,THETA,True,False,True
427.0,147.08,69.69,18.56,ALPHA,THETA,True,False,True
389.0,145.01,70.81,18.98,ALPHA,THETA,False,True,True
389.0,144.84,70.81,19.0,ALPHA,THETA,False,True,True
389.0,144.71,70.69,19.08,ALPHA,THETA,False,True,True
388.0,144.35,70.29,19.37,ALPHA,THETA,False,True,True
388.0,144.55,70.32,19.48,ALPHA,THETA,False,True,True
388.0,143.95,70.49,19.32,ALPHA,THETA,False,True,True
388.0,144.25,70.49,19.38,ALPHA,THETA,False,True,True
387.0,143.88,71.02,19.41,ALPHA,THETA,False,True,True
387.0,143.28,70.99,19.37,ALPHA,THETA,False,True,True
387.0,143.58,70.94,19.38,ALPHA,THETA,False,True,True
386.0,144.23,71.09,19.54,ALPHA,THETA,False,True,True
386.0,144.53,70.97,19.54,ALPHA,THETA,False,True,True
385.0,144.44,70.19,19.52,ALPHA,THETA,False,True,True
385.0,144.1,70.5,19.55,ALPHA,THETA,False,True,True
385.0,144.27,70.39,19.4,ALPHA,THETA,False,True,True
385.0,144.4,70.3,19.5,ALPHA,THETA,False,True,True
384.0,144.79,70.2,19.46,ALPHA,THETA,False,True,True
384.0,144.72,70.42,19.46,ALPHA,THETA,False,True,True
384.0,144.61,70.29,19.46,ALPHA,THETA,False,True,True
384.0,144.79,70.34,19.36,ALPHA,THETA,False,True,True
383.0,144.76,70.13,19.46,ALPHA,THETA,False,True,True
383.0,144.79,70.0,19.29,ALPHA,THETA,False,True,True
383.0,145.02,70.19,19.38,ALPHA,THETA,False,True,True
383.0,144.83,69.91,19.36,ALPHA,THETA,False,True,True
383.0,144.98,70.11,19.36,ALPHA,THETA,False,True,True
382.0,144.83,69.74,19.5,ALPHA,THETA,False,True,True
382.0,144.6,69.85,19.46,ALPHA,THETA,False,True,True
382.0,145.02,69.58,19.51,ALPHA,THETA,False,True,True
336.0,141.7,70.41,20.42,ALPHA,THETA,True,False,False
335.0,140.88,70.45,20.55,ALPHA,THETA,True,False,False
335.0,140.89,70.1,20.55,ALPHA,THETA,True,False,False
335.0,141.23,70.5,20.55,ALPHA,THETA,True,False,False
335.0,141.18,70.3,20.45,ALPHA,THETA,True,False,False
334.0,140.92,70.14,20.46,ALPHA,THETA,True,False,False
334.0,141.22,70.1,20.38,ALPHA,THETA,True,False,False
334.0,140.62,70.11,20.5,ALPHA,THETA,True,False,False
334.0,140.69,70.4,20.41,ALPHA,THETA,True,False,False
334.0,140.92,70.3,20.4,ALPHA,THETA,True,False,False
333.0,140.5,71.44,20.22,ALPHA,THETA,True,False,False
333.0,140.81,71.64,20.23,ALPHA,THETA,True,False,False
333.0,140.5,71.57,20.25,ALPHA,THETA,True,False,False
333.0,140.76,71.46,20.41,ALPHA,THETA,True,False,False
333.0,140.8,71.63,20.31,ALPHA,THETA,True,False,False
332.0,140.81,71.26,20.37,ALPHA,THETA,True,False,False
332.0,140.8,71.13,20.36,ALPHA,THETA,True,False,False
332.0,140.6,71.33,20.36,ALPHA,THETA,True,False,False
332.0,140.66,71.33,20.38,ALPHA,THETA,False,True,False
331.0,140.51,70.35,20.38,ALPHA,THETA,False,True,False
331.0,140.81,70.28,20.36,ALPHA,THETA,False,True,False
331.0,140.7,70.38,20.36,ALPHA,THETA,True,False,False
330.0,140.88,70.49,20.28,ALPHA,THETA,True,False,False
330.0,141.01,70.61,20.28,ALPHA,THETA,True,False,False
330.0,140.75,70.58,20.38,ALPHA,THETA,True,False,False
329.0,139.65,71.12,20.47,ALPHA,THETA,True,False,False
329.0,139.89,70.89,20.3,ALPHA,THETA,True,False,False
329.0,139.65,70.72,20.27,ALPHA,THETA,True,False,False
329.0,139.96,70.89,20.45,ALPHA,THETA,True,False,False
329.0,139.95,70.92,20.37,ALPHA,THETA,True,False,False
328.0,139.96,70.21,20.45,ALPHA,THETA,False,True,True
328.0,139.67,70.11,20.55,ALPHA,THETA,False,True,True
328.0,139.96,70.24,20.45,ALPHA,THETA,False,True,True
275.0,144.0,66.78,21.06,ALPHA,THETA,False,True,False
275.0,143.72,66.73,20.99,ALPHA,THETA,False,True,False
275.0,143.66,66.88,21.06,ALPHA,THETA,False,True,False
275.0,144.26,66.97,21.09,ALPHA,THETA,False,True,False
274.0,143.81,67.02,21.23,ALPHA,THETA,False,True,False
274.0,144.41,66.82,21.25,ALPHA,THETA,False,True,False
273.0,143.92,67.12,21.34,ALPHA,THETA,False,True,False
273.0,143.98,67.24,21.32,ALPHA,THETA,False,True,False
273.0,144.24,66.94,21.28,ALPHA,THETA,False,True,False
273.0,144.3,67.29,21.24,ALPHA,THETA,False,True,False
272.0,145.4,67.14,21.34,ALPHA,THETA,False,True,False
272.0,145.41,67.2,21.14,ALPHA,THETA,False,True,False
272.0,145.62,67.12,21.33,ALPHA,THETA,False,True,False
272.0,145.09,67.02,21.24,ALPHA,THETA,False,True,False
271.0,145.72,66.93,21.18,ALPHA,THETA,False,True,False
271.0,145.38,66.74,21.37,ALPHA,THETA,False,True,False
271.0,145.71,66.96,21.35,ALPHA,THETA,False,True,False
271.0,145.72,66.94,21.28,ALPHA,THETA,False,True,False
270.0,145.71,66.45,21.4,ALPHA,THETA,False,True,False
270.0,145.65,66.47,21.24,ALPHA,THETA,False,True,False
270.0,145.63,66.85,21.39,ALPHA,THETA,False,True,False
270.0,145.41,66.65,21.31,ALPHA,THETA,False,True,False
269.0,144.55,66.98,21.4,ALPHA,THETA,False,True,False
269.0,144.5,66.88,21.4,ALPHA,THETA,False,True,False
268.0,144.05,66.8,21.37,ALPHA,THETA,True,False,True
268.0,143.97,66.69,21.28,ALPHA,THETA,True,False,True
268.0,144.38,66.77,21.19,ALPHA,THETA,True,False,True
268.0,144.09,66.46,21.39,ALPHA,THETA,True,False,True
236.0,141.04,67.39,20.09,ALPHA,THETA,False,True,False
235.0,141.95,67.66,19.97,ALPHA,THETA,False,True,False
235.0,141.35,67.39,20.02,ALPHA,THETA,False,True,False
235.0,141.6,67.33,20.07,ALPHA,THETA,False,True,False
235.0,141.65,67.46,20.07,ALPHA,THETA,False,True,False
234.0,142.87,67.58,20.02,ALPHA,THETA,False,True,False
234.0,142.57,67.64,20.04,ALPHA,THETA,False,True,False
233.0,142.32,67.29,20.07,ALPHA,THETA,False,True,False
233.0,142.38,67.29,20.21,ALPHA,THETA,False,True,False
233.0,142.45,67.62,20.12,ALPHA,THETA,False,True,False
233.0,142.62,67.42,20.11,ALPHA,THETA,False,True,False
232.0,142.59,66.52,20.02,ALPHA,THETA,False,True,False
232.0,142.89,66.72,20.02,ALPHA,THETA,False,True,False
231.0,142.93,66.3,20.05,ALPHA,THETA,True,False,True
231.0,143.22,66.42,20.07,ALPHA,THETA,True,False,True
231.0,142.62,66.3,20.05,ALPHA,THETA,True,False,True
231.0,142.92,66.5,20.1,ALPHA,THETA,True,False,True
230.0,142.14,67.16,19.7,ALPHA,THETA,True,False,True
230.0,141.84,67.16,19.68,ALPHA,THETA,True,False,True
229.0,141.29,67.03,19.62,ALPHA,THETA,True,False,True
229.0,141.85,67.16,19.64,ALPHA,THETA,True,False,True
229.0,141.89,67.02,19.69,ALPHA,THETA,True,False,True
229.0,141.59,67.22,19.69,ALPHA,THETA,True,False,True
228.0,142.05,67.88,19.66,ALPHA,THETA,True,False,True
228.0,142.19,67.93,19.66,ALPHA,THETA,True,False,True
228.0,142.44,67.88,19.66,ALPHA,THETA,True,False,True
228.0,142.5,68.08,19.76,ALPHA,THETA,True,False,True
181.0,147.83,68.43,20.42,ALPHA,THETA,False,True,True
180.0,147.74,68.05,20.37,ALPHA,THETA,False,True,True
180.0,148.19,67.99,20.47,ALPHA,THETA,False,True,True
180.0,147.61,67.91,20.44,ALPHA,THETA,False,True,True
180.0,147.89,67.86,20.47,ALPHA,THETA,False,True,True
179.0,147.05,67.46,20.72,ALPHA,THETA,False,True,True
179.0,146.45,67.69,20.75,ALPHA,THETA,False,True,True
179.0,146.6,67.68,20.65,ALPHA,THETA,False,True,True
179.0,146.86,67.65,20.75,ALPHA,THETA,False,True,True
179.0,146.75,67.66,20.65,ALPHA,THETA,False,True,True
178.0,146.97,67.55,20.69,ALPHA,THETA,False,True,True
178.0,146.99,67.64,20.7,ALPHA,THETA,False,True,True
178.0,147.0,67.78,20.7,ALPHA,THETA,False,True,True
178.0,146.91,67.87,20.74,ALPHA,THETA,False,True,True
178.0,147.21,67.74,20.73,ALPHA,THETA,False,True,True
177.0,148.01,67.56,20.77,ALPHA,THETA,False,True,True
177.0,147.87,67.56,20.77,ALPHA,THETA,False,True,True
177.0,148.01,67.66,20.77,ALPHA,THETA,False,True,True
177.0,147.71,67.71,20.67,ALPHA,THETA,False,True,True
176.0,149.16,67.58,20.79,ALPHA,THETA,False,True,True
176.0,148.69,67.61,20.78,ALPHA,THETA,False,True,True
176.0,148.93,67.84,20.72,ALPHA,THETA,False,True,True
176.0,148.75,67.5,20.8,ALPHA,THETA,False,True,True
176.0,148.86,67.64,20.73,ALPHA,THETA,False,True,True
175.0,149.0,67.88,20.89,ALPHA,THETA,False,True,True
175.0,149.3,67.89,20.85,ALPHA,THETA,False,True,True
174.0,149.6,67.41,21.03,ALPHA,THETA,False,True,True
174.0,149.74,67.25,20.98,ALPHA,THETA,False,True,True
174.0,149.62,67.6,20.98,ALPHA,THETA,False,True,True
174.0,149.76,67.4,20.93,ALPHA,THETA,False,True,True
173.0,149.44,67.96,20.84,ALPHA,THETA,False,True,True
173.0,149.74,67.76,20.89,ALPHA,THETA,False,True,True
125.0,151.65,68.12,21.19,ALPHA,THETA,False,True,True
125.0,151.24,68.24,21.24,ALPHA,THETA,False,True,True
125.0,151.44,68.24,21.23,ALPHA,THETA,False,True,True
125.0,151.35,68.3,21.09,ALPHA,THETA,False,True,True
124.0,151.95,69.05,21.26,ALPHA,THETA,False,True,True
124.0,151.89,69.03,21.23,ALPHA,THETA,False,True,True
124.0,151.74,69.05,21.27,ALPHA,THETA,False,True,True
124.0,151.65,69.05,21.41,ALPHA,THETA,False,True,True
123.0,152.76,68.54,21.52,ALPHA,THETA,False,True,True
123.0,152.56,68.39,21.4,ALPHA,THETA,False,True,True
123.0,152.38,68.75,21.32,ALPHA,THETA,False,True,True
123.0,152.93,68.55,21.47,ALPHA,THETA,False,True,True
122.0,152.37,67.61,21.61,ALPHA,THETA,False,True,True
122.0,152.63,67.61,21.47,ALPHA,THETA,False,True,True
122.0,152.43,67.85,21.53,ALPHA,THETA,False,True,True
122.0,152.67,67.81,21.61,ALPHA,THETA,False,True,True
121.0,152.16,68.15,21.5,ALPHA,THETA,False,True,True
121.0,152.06,68.55,21.5,ALPHA,THETA,False,True,True
121.0,152.28,68.31,21.54,ALPHA,THETA,False,True,True
121.0,152.37,68.44,21.5,ALPHA,THETA,False,True,True
120.0,152.31,68.82,21.54,ALPHA,THETA,False,True,True
120.0,152.72,68.95,21.65,ALPHA,THETA,False,True,True
120.0,152.46,68.95,21.69,ALPHA,THETA,False,True,True
120.0,152.42,68.75,21.59,ALPHA,THETA,False,True,True
119.0,152.6,68.82,21.47,ALPHA,THETA,False,True,True
119.0,152.68,69.01,21.47,ALPHA,THETA,False,True,True
119.0,152.51,68.99,21.49,ALPHA,THETA,False,True,True
119.0,152.35,68.82,21.47,ALPHA,THETA,False,True,True
119.0,152.54,68.82,21.47,ALPHA,THETA,False,True,True
118.0,152.14,68.65,21.47,ALPHA,THETA,False,True,True
89.0,150.16,65.1,21.38,ALPHA,THETA,False,True,False
89.0,150.22,65.15,21.47,ALPHA,THETA,False,True,False
89.0,150.18,65.19,21.48,ALPHA,THETA,False,True,False
89.0,150.34,65.17,21.38,ALPHA,THETA,False,True,False
88.0,149.73,65.34,21.2,ALPHA,THETA,True,False,True
88.0,150.33,65.34,21.28,ALPHA,THETA,True,False,True
88.0,150.03,65.16,21.28,ALPHA,THETA,True,False,True
87.0,149.18,64.43,21.21,ALPHA,THETA,True,False,True
87.0,149.55,64.47,21.29,ALPHA,THETA,True,False,True
87.0,149.73,64.55,21.34,ALPHA,THETA,True,False,True
87.0,149.48,64.61,21.25,ALPHA,THETA,True,False,True
86.0,147.46,64.83,21.01,ALPHA,THETA,True,False,True
86.0,147.49,64.73,20.92,ALPHA,THETA,True,False,True
86.0,147.32,64.71,21.01,ALPHA,THETA,True,False,True
86.0,147.57,64.84,21.02,ALPHA,THETA,True,False,True
85.0,146.78,65.08,20.92,ALPHA,THETA,True,False,True
85.0,146.21,64.96,20.87,ALPHA,THETA,True,False,True
85.0,146.26,64.88,20.83,ALPHA,THETA,True,False,True
85.0,146.48,64.88,20.93,ALPHA,THETA,True,False,True
84.0,145.53,65.12,20.84,ALPHA,THETA,True,False,True
84.0,145.38,65.3,20.75,ALPHA,THETA,True,False,True
84.0,145.31,65.19,20.75,ALPHA,THETA,True,False,True
84.0,145.61,65.1,20.85,ALPHA,THETA,True,False,True
84.0,147.83,65.1,20.85,ALPHA,THETA,True,False,True
83.0,147.72,65.15,21.11,ALPHA,THETA,True,False,True
83.0,147.61,65.07,21.11,ALPHA,THETA,True,False,True
83.0,147.6,64.93,21.01,ALPHA,THETA,True,False,True
83.0,147.54,65.13,21.01,ALPHA,THETA,True,False,True
83.0,147.28,64.68,21.01,ALPHA,THETA,True,False,True
82.0,147.33,64.74,21.04,ALPHA,THETA,True,False,True
82.0,147.34,64.99,21.04,ALPHA,THETA,True,False,True
82.0,147.04,64.79,20.94,ALPHA,THETA,True,False,True
