tick,ALPHA_Buy_price,GAMMA_Buy_price,THETA_Buy_price,Buy_decision,Sell_decision,positive_position,Negative_position,Position
530.0,135.64,58.0,20.8,ALPHA,THETA,True,False,False
529.0,135.29,58.54,20.67,ALPHA,THETA,True,False,False
529.0,134.98,58.79,20.68,ALPHA,THETA,True,False,False
529.0,135.47,58.54,20.67,ALPHA,THETA,True,False,False
529.0,135.21,58.79,20.86,ALPHA,THETA,True,False,False
529.0,135.28,58.59,20.77,ALPHA,THETA,True,False,False
528.0,135.19,58.8,21.0,ALPHA,THETA,True,False,False
528.0,135.44,58.72,20.93,ALPHA,THETA,True,False,False
528.0,135.19,59.06,21.01,ALPHA,THETA,True,False,False
528.0,135.64,58.72,21.01,ALPHA,THETA,True,False,False
528.0,135.49,58.92,20.91,ALPHA,THETA,True,False,False
527.0,135.68,58.93,20.8,ALPHA,THETA,True,False,False
527.0,135.4,58.93,20.73,ALPHA,THETA,True,False,False
527.0,135.44,58.93,20.8,ALPHA,THETA,True,False,False
527.0,135.4,58.93,20.76,ALPHA,THETA,True,False,False
526.0,135.07,59.51,20.71,ALPHA,THETA,True,False,False
526.0,135.11,59.24,20.74,ALPHA,THETA,True,False,False
526.0,135.42,59.24,20.8,ALPHA,THETA,True,False,False
526.0,135.12,59.24,20.91,ALPHA,THETA,True,False,False
525.0,136.64,59.78,21.05,ALPHA,THETA,True,False,False
525.0,136.79,59.78,20.99,GAMMA,THETA,True,False,False
525.0,137.14,59.41,21.08,GAMMA,THETA,True,False,False
525.0,136.9,59.78,21.09,GAMMA,THETA,True,False,False
524.0,136.93,59.53,20.95,GAMMA,THETA,True,False,False
524.0,137.04,59.82,20.87,GAMMA,THETA,True,False,False
524.0,137.2,59.58,20.98,GAMMA,THETA,True,False,False
524.0,137.04,59.66,21.01,GAMMA,THETA,True,False,False
524.0,136.9,59.62,20.97,ALPHA,THETA,False,True,True
523.0,137.97,59.81,21.13,ALPHA,THETA,False,True,True
523.0,137.4,59.65,21.19,ALPHA,THETA,False,True,True
523.0,137.58,59.81,21.08,ALPHA,THETA,False,True,True
480.0,143.09,59.6,21.17,GAMMA,THETA,True,False,False
480.0,143.18,59.47,21.1,GAMMA,THETA,True,False,False
480.0,143.09,59.67,21.1,GAMMA,THETA,True,False,False
480.0,143.39,59.67,21.2,GAMMA,THETA,True,False,False
479.0,141.22,59.48,20.92,GAMMA,THETA,True,False,False
479.0,141.7,59.19,20.92,GAMMA,THETA,True,False,False
479.0,141.43,59.59,20.92,GAMMA,ALPHA,True,False,False
479.0,141.52,59.59,21.02,GAMMA,ALPHA,True,False,False
478.0,141.37,59.23,21.03,GAMMA,THETA,True,False,False
478.0,140.9,59.16,20.99,GAMMA,THETA,True,False,False
478.0,141.5,59.25,20.99,ALPHA,THETA,True,False,False
478.0,140.9,59.53,21.09,ALPHA,THETA,True,False,False
477.0,143.0,58.68,21.15,ALPHA,THETA,False,True,True
477.0,143.6,58.45,21.23,ALPHA,THETA,False,True,True
477.0,143.3,58.65,21.13,THETA,THETA,False,True,True
476.0,143.93,58.93,21.32,THETA,GAMMA,False,True,True
476.0,144.19,58.86,21.36,THETA,GAMMA,False,True,True
476.0,144.36,59.08,21.2,THETA,ALPHA,False,True,True
476.0,144.06,58.88,21.3,THETA,ALPHA,False,True,True
475.0,143.17,58.52,21.34,THETA,ALPHA,False,True,True
475.0,143.1,58.48,21.37,GAMMA,THETA,False,True,True
475.0,143.4,58.68,21.32,ALPHA,THETA,False,True,True
474.0,143.54,59.26,21.41,ALPHA,THETA,False,True,True
474.0,143.84,59.28,21.34,THETA,GAMMA,False,True,True
473.0,143.74,59.15,21.14,THETA,GAMMA,False,True,True
473.0,143.97,59.07,21.24,THETA,ALPHA,False,True,True
473.0,143.37,59.27,21.24,THETA,ALPHA,False,True,True
472.0,144.0,59.1,21.07,THETA,ALPHA,False,True,True
472.0,144.14,59.24,21.15,THETA,ALPHA,False,True,True
472.0,144.09,59.1,21.21,THETA,ALPHA,False,True,True
472.0,143.84,59.3,21.17,THETA,THETA,False,True,True
471.0,145.78,59.37,21.44,THETA,THETA,False,True,True
471.0,146.28,59.52,21.44,ALPHA,THETA,False,True,True
436.0,144.28,58.99,21.02,ALPHA,GAMMA,True,False,False
436.0,144.07,58.73,21.14,ALPHA,GAMMA,True,False,False
436.0,144.28,58.79,21.22,ALPHA,GAMMA,True,False,False
436.0,143.98,58.79,21.12,ALPHA,GAMMA,True,False,False
435.0,143.12,58.81,20.94,ALPHA,GAMMA,True,False,False
435.0,142.92,58.69,20.83,ALPHA,GAMMA,True,False,False
435.0,143.4,58.84,20.76,ALPHA,THETA,True,False,False
435.0,143.15,58.89,20.86,ALPHA,THETA,True,False,False
434.0,142.92,58.8,20.65,ALPHA,THETA,True,False,False
434.0,143.0,59.02,20.73,ALPHA,THETA,True,False,False
434.0,142.98,58.82,20.65,ALPHA,THETA,True,False,False
434.0,142.7,58.82,20.65,ALPHA,THETA,True,False,False
433.0,142.13,59.05,20.85,ALPHA,THETA,True,False,False
433.0,141.97,59.05,20.69,ALPHA,THETA,True,False,False
433.0,141.75,59.11,20.69,GAMMA,THETA,True,False,False
433.0,141.83,58.91,20.69,GAMMA,THETA,True,False,False
432.0,142.05,59.47,20.88,GAMMA,THETA,True,False,False
432.0,142.23,59.46,20.74,THETA,ALPHA,True,False,False
432.0,141.93,59.27,20.78,GAMMA,ALPHA,True,False,False
431.0,141.38,59.24,20.73,GAMMA,ALPHA,True,False,False
431.0,141.33,59.06,20.88,GAMMA,ALPHA,True,False,False
431.0,141.93,59.06,20.93,GAMMA,THETA,True,False,False
431.0,141.33,59.04,20.82,GAMMA,THETA,True,False,False
431.0,141.63,59.04,20.82,GAMMA,THETA,True,False,False
430.0,143.93,58.74,20.79,GAMMA,THETA,True,False,False
430.0,144.08,58.9,20.79,GAMMA,THETA,True,False,False
430.0,143.78,58.89,20.96,GAMMA,THETA,True,False,False
429.0,144.68,58.67,21.0,ALPHA,THETA,False,True,True
429.0,144.44,58.6,21.0,ALPHA,THETA,False,True,True
429.0,144.58,58.62,21.11,ALPHA,GAMMA,False,True,True
429.0,144.45,58.62,21.1,ALPHA,GAMMA,False,True,True
428.0,144.89,57.96,21.22,ALPHA,THETA,False,True,True
428.0,145.49,57.96,21.41,GAMMA,THETA,False,True,True
428.0,145.19,58.16,21.31,GAMMA,THETA,False,True,True
427.0,145.8,57.54,21.28,GAMMA,THETA,False,True,True
427.0,145.58,57.54,21.26,GAMMA,THETA,False,True,True
427.0,145.74,57.94,21.28,GAMMA,THETA,False,True,True
385.0,141.44,59.24,22.85,GAMMA,ALPHA,True,False,False
385.0,141.49,59.19,22.97,GAMMA,ALPHA,True,False,False
385.0,141.82,59.04,22.87,ALPHA,THETA,True,False,False
384.0,140.84,59.1,22.89,ALPHA,THETA,True,False,False
384.0,141.12,59.47,22.92,ALPHA,THETA,True,False,False
384.0,141.29,59.44,22.95,ALPHA,THETA,True,False,False
384.0,141.14,59.27,22.89,ALPHA,THETA,True,False,False
384.0,142.17,59.19,22.92,ALPHA,THETA,True,False,False
383.0,142.04,59.1,22.92,ALPHA,THETA,True,False,False
383.0,141.87,59.09,22.82,ALPHA,THETA,True,False,False
382.0,141.08,58.77,22.88,ALPHA,THETA,True,False,False
382.0,141.21,58.67,22.87,GAMMA,THETA,True,False,False
382.0,141.08,58.65,22.9,GAMMA,THETA,True,False,False
382.0,141.38,58.79,22.94,ALPHA,THETA,True,False,False
381.0,141.89,58.43,22.96,ALPHA,THETA,True,False,False
381.0,141.86,58.39,23.0,ALPHA,THETA,True,False,False
381.0,141.62,58.59,22.9,ALPHA,GAMMA,True,False,False
380.0,143.38,59.41,23.08,ALPHA,GAMMA,False,True,True
380.0,143.51,59.1,22.98,ALPHA,GAMMA,False,True,True
380.0,143.36,59.1,22.99,ALPHA,THETA,False,True,True
380.0,143.67,59.23,22.98,GAMMA,THETA,False,True,True
380.0,143.37,59.3,22.98,GAMMA,THETA,False,True,True
380.0,143.46,59.3,22.98,GAMMA,THETA,False,True,True
379.0,143.35,59.14,22.97,GAMMA,THETA,False,True,True
379.0,143.6,59.4,23.05,GAMMA,ALPHA,False,True,True
379.0,143.3,59.2,22.95,GAMMA,THETA,False,True,True
378.0,144.73,59.17,22.8,GAMMA,THETA,False,True,True
378.0,145.09,59.29,22.94,ALPHA,THETA,False,True,True
378.0,144.73,59.04,22.93,ALPHA,THETA,False,True,True
378.0,145.03,59.24,22.9,GAMMA,THETA,False,True,True
377.0,144.94,59.57,22.78,GAMMA,THETA,False,True,True
377.0,144.84,59.23,22.78,GAMMA,THETA,False,True,True
377.0,144.85,59.49,22.78,GAMMA,THETA,False,True,True
377.0,144.64,59.43,22.88,GAMMA,ALPHA,False,True,True
376.0,146.51,59.84,22.88,GAMMA,ALPHA,False,True,True
376.0,146.71,59.79,23.0,GAMMA,THETA,False,True,True
376.0,146.68,59.79,22.92,GAMMA,THETA,False,True,True
332.0,150.32,64.07,23.03,THETA,THETA,False,True,False
332.0,150.79,64.23,23.18,THETA,GAMMA,False,True,False
332.0,150.49,64.33,23.15,THETA,ALPHA,False,True,False
332.0,150.66,64.18,23.18,THETA,ALPHA,False,True,False
332.0,150.62,64.18,23.08,THETA,ALPHA,False,True,False
331.0,150.19,64.7,23.19,THETA,THETA,False,True,False
331.0,150.15,64.95,23.08,THETA,THETA,False,True,False
331.0,150.08,64.66,22.99,ALPHA,THETA,False,True,False
330.0,150.38,65.49,22.97,ALPHA,THETA,True,False,False
330.0,150.61,65.47,22.95,ALPHA,THETA,True,False,False
330.0,150.38,65.49,22.97,ALPHA,THETA,True,False,False
330.0,150.98,65.29,23.05,ALPHA,THETA,True,False,False
330.0,150.68,65.29,23.05,ALPHA,THETA,True,False,False
329.0,150.73,64.65,23.11,ALPHA,THETA,True,False,False
329.0,150.84,64.61,23.24,ALPHA,THETA,True,False,False
329.0,150.71,65.01,23.21,GAMMA,THETA,True,False,False
329.0,150.82,64.81,23.16,GAMMA,THETA,True,False,False
328.0,151.84,64.47,23.16,GAMMA,THETA,False,True,False
328.0,151.24,64.47,23.19,GAMMA,THETA,False,True,False
328.0,151.54,64.67,23.11,ALPHA,THETA,False,True,False
327.0,152.04,64.25,23.0,ALPHA,THETA,True,False,False
327.0,151.95,64.25,22.97,ALPHA,THETA,True,False,False
327.0,152.04,64.53,22.97,ALPHA,THETA,True,False,False
327.0,151.74,64.45,23.07,ALPHA,THETA,True,False,False
326.0,151.19,64.41,22.87,ALPHA,THETA,False,True,False
326.0,151.07,64.51,22.99,ALPHA,THETA,False,True,False
326.0,150.84,64.51,22.92,ALPHA,THETA,False,True,False
326.0,151.14,64.31,22.97,ALPHA,GAMMA,True,False,True
325.0,151.04,64.24,23.27,ALPHA,GAMMA,True,False,True
325.0,150.61,64.3,23.15,ALPHA,GAMMA,True,False,True
325.0,150.97,64.22,23.28,GAMMA,GAMMA,True,False,True
325.0,150.96,64.13,23.18,GAMMA,GAMMA,True,False,True
325.0,150.91,64.33,23.18,GAMMA,GAMMA,True,False,True
324.0,150.49,64.02,23.0,GAMMA,ALPHA,True,False,True
324.0,150.79,64.02,22.96,GAMMA,ALPHA,True,False,True
324.0,150.63,64.02,22.92,GAMMA,THETA,True,False,True
324.0,150.79,63.85,23.1,GAMMA,THETA,True,False,True
324.0,150.49,63.82,23.0,GAMMA,THETA,True,False,True
323.0,150.15,64.17,22.82,ALPHA,THETA,True,False,True
323.0,150.03,64.06,22.92,ALPHA,THETA,True,False,True
280.0,147.49,64.34,23.27,ALPHA,THETA,False,True,True
280.0,147.79,64.2,23.24,ALPHA,GAMMA,False,True,True
279.0,147.2,64.7,23.21,ALPHA,GAMMA,False,True,True
279.0,147.25,64.65,23.39,ALPHA,GAMMA,False,True,True
279.0,147.34,64.75,23.41,ALPHA,THETA,False,True,True
279.0,147.04,64.85,23.31,ALPHA,THETA,False,True,True
278.0,147.58,65.07,23.1,ALPHA,THETA,False,True,True
278.0,147.07,64.82,23.11,ALPHA,THETA,False,True,True
278.0,147.53,64.87,23.1,ALPHA,THETA,False,True,True
278.0,147.37,64.87,23.2,ALPHA,THETA,False,True,True
277.0,147.41,64.83,23.18,GAMMA,THETA,False,True,True
277.0,147.23,64.79,23.18,GAMMA,THETA,False,True,True
277.0,147.4,64.76,23.13,GAMMA,THETA,False,True,True
277.0,147.27,64.75,23.09,GAMMA,THETA,False,True,True
276.0,147.15,64.65,23.02,GAMMA,THETA,False,True,True
276.0,147.45,64.45,22.98,GAMMA,THETA,False,True,True
275.0,148.07,64.36,23.18,ALPHA,THETA,False,True,True
275.0,148.11,64.52,23.31,ALPHA,THETA,False,True,True
275.0,148.02,64.52,23.33,ALPHA,THETA,False,True,True
275.0,148.37,64.52,23.23,ALPHA,THETA,False,True,True
274.0,148.57,64.16,23.31,ALPHA,THETA,False,True,True
274.0,148.3,64.29,23.18,ALPHA,THETA,False,True,True
274.0,148.29,64.28,23.23,ALPHA,THETA,False,True,True
274.0,148.59,64.25,23.28,ALPHA,THETA,False,True,True
273.0,149.12,64.34,23.46,THETA,GAMMA,False,True,True
273.0,149.72,64.5,23.43,THETA,GAMMA,False,True,True
273.0,149.33,64.49,23.36,THETA,GAMMA,False,True,True
273.0,149.42,64.54,23.44,THETA,GAMMA,False,True,True
272.0,150.78,65.28,23.33,THETA,GAMMA,False,True,True
272.0,151.1,65.03,23.38,GAMMA,GAMMA,False,True,True
272.0,151.04,64.97,23.34,GAMMA,THETA,False,True,True
272.0,150.98,65.08,23.36,GAMMA,THETA,False,True,True
271.0,150.47,64.59,23.3,GAMMA,THETA,False,True,True
271.0,150.36,64.4,23.32,GAMMA,THETA,False,True,True
271.0,150.72,64.44,23.35,GAMMA,THETA,False,True,True
231.0,147.57,66.91,22.37,ALPHA,THETA,True,False,False
231.0,147.56,67.02,22.33,ALPHA,THETA,True,False,False
231.0,147.11,67.17,22.3,ALPHA,THETA,True,False,False
231.0,147.71,66.96,22.43,ALPHA,THETA,True,False,False
231.0,147.41,67.11,22.33,ALPHA,THETA,True,False,False
230.0,146.62,67.19,22.04,ALPHA,THETA,True,False,False
230.0,146.77,67.09,22.14,ALPHA,THETA,True,False,False
230.0,146.62,66.99,22.13,ALPHA,THETA,True,False,False
230.0,146.71,67.05,22.04,ALPHA,THETA,True,False,False
230.0,146.92,66.99,22.14,ALPHA,THETA,True,False,False
229.0,148.03,67.69,21.97,ALPHA,THETA,True,False,False
229.0,147.73,67.65,22.07,ALPHA,THETA,True,False,False
228.0,147.43,67.4,22.18,ALPHA,THETA,True,False,False
228.0,147.0,67.4,22.07,ALPHA,THETA,True,False,False
228.0,147.13,67.6,22.08,ALPHA,THETA,True,False,False
227.0,147.19,67.43,22.01,ALPHA,THETA,True,False,False
227.0,146.59,67.83,22.09,ALPHA,THETA,True,False,False
227.0,146.89,67.63,22.11,ALPHA,THETA,True,False,False
227.0,146.83,67.45,21.92,ALPHA,THETA,True,False,False
226.0,146.71,67.74,22.01,ALPHA,THETA,True,False,False
226.0,147.04,67.71,22.06,ALPHA,THETA,True,False,False
226.0,146.58,67.45,22.11,ALPHA,THETA,True,False,False
226.0,146.88,67.65,22.02,ALPHA,THETA,True,False,False
225.0,147.59,67.62,21.92,ALPHA,THETA,True,False,False
225.0,147.39,67.62,21.96,GAMMA,THETA,True,False,False
225.0,147.4,67.67,22.04,GAMMA,THETA,True,False,False
225.0,147.29,67.64,22.02,GAMMA,THETA,True,False,False
225.0,147.83,67.91,22.08,GAMMA,THETA,True,False,False
224.0,147.64,68.04,21.98,GAMMA,THETA,True,False,False
224.0,147.83,68.19,21.91,ALPHA,THETA,True,False,False
224.0,147.53,68.03,22.01,ALPHA,THETA,True,False,False
223.0,148.22,68.51,22.21,ALPHA,THETA,False,True,True
223.0,148.68,68.19,22.24,ALPHA,THETA,False,True,True
223.0,148.08,68.19,22.17,ALPHA,THETA,False,True,True
223.0,148.38,68.39,22.15,ALPHA,THETA,False,True,True
222.0,148.7,68.51,22.2,ALPHA,GAMMA,False,True,True
184.0,153.17,67.54,22.24,ALPHA,THETA,True,False,True
184.0,153.1,67.54,22.18,ALPHA,THETA,True,False,True
184.0,153.32,67.82,22.2,ALPHA,THETA,True,False,True
184.0,153.25,67.62,22.18,ALPHA,THETA,True,False,True
183.0,151.43,67.26,22.11,ALPHA,THETA,True,False,True
183.0,151.96,67.24,22.08,ALPHA,THETA,True,False,True
183.0,151.65,67.64,22.1,ALPHA,THETA,True,False,True
183.0,151.69,67.44,22.15,ALPHA,THETA,True,False,True
182.0,151.65,67.91,22.04,ALPHA,THETA,True,False,True
182.0,151.49,68.08,21.95,ALPHA,THETA,True,False,True
182.0,151.05,68.11,21.99,ALPHA,THETA,True,False,True
182.0,151.54,68.05,22.15,ALPHA,THETA,True,False,True
182.0,151.35,68.0,22.05,ALPHA,THETA,True,False,True
181.0,150.83,68.33,22.11,ALPHA,THETA,True,False,True
181.0,150.53,68.28,21.91,ALPHA,THETA,True,False,True
181.0,151.06,68.53,21.95,ALPHA,THETA,True,False,True
181.0,150.6,68.44,22.03,ALPHA,THETA,True,False,True
181.0,150.83,68.33,22.01,ALPHA,THETA,True,False,True
180.0,151.68,68.75,21.97,ALPHA,THETA,True,False,True
180.0,151.28,68.89,22.13,ALPHA,THETA,True,False,True
180.0,151.08,68.87,22.15,ALPHA,THETA,True,False,True
180.0,151.68,68.85,22.07,ALPHA,THETA,True,False,True
180.0,151.38,68.85,22.07,ALPHA,THETA,True,False,True
179.0,152.72,68.7,22.22,ALPHA,THETA,True,False,True
179.0,152.61,68.86,22.28,ALPHA,THETA,True,False,True
179.0,152.72,68.9,22.22,ALPHA,THETA,True,False,True
179.0,152.42,68.9,22.32,ALPHA,THETA,True,False,True
178.0,153.14,68.74,22.29,ALPHA,THETA,True,False,True
178.0,152.91,69.12,22.16,ALPHA,THETA,True,False,True
178.0,152.73,68.74,22.36,ALPHA,THETA,True,False,True
178.0,152.84,68.92,22.26,ALPHA,THETA,True,False,True
177.0,152.44,68.94,21.97,ALPHA,THETA,True,False,True
177.0,152.69,68.84,22.0,ALPHA,THETA,True,False,True
177.0,152.27,69.06,22.01,ALPHA,THETA,True,False,True
177.0,152.4,68.99,22.14,ALPHA,THETA,True,False,True
177.0,152.47,68.91,22.04,ALPHA,THETA,True,False,True
176.0,153.48,68.9,21.89,ALPHA,THETA,True,False,True
176.0,153.53,68.68,21.92,ALPHA,THETA,True,False,True
176.0,153.99,68.87,21.89,ALPHA,THETA,True,False,True
176.0,153.39,68.68,21.99,ALPHA,THETA,True,False,True
176.0,153.69,68.86,21.99,ALPHA,THETA,True,False,True
175.0,153.42,69.13,22.12,ALPHA,THETA,True,False,True
175.0,153.91,69.31,22.07,ALPHA,THETA,True,False,True
175.0,153.47,69.16,22.13,ALPHA,THETA,True,False,True
175.0,153.91,68.91,22.14,ALPHA,THETA,True,False,True
